pub_date	title	url_slug	venue	excerpt	url	paper_url	citation	slides_url
2/2006	Three Dimensional Panoramic Fast Flourescence Imaging of Cardiac Arryhtymias in the Rabbit Heart 	tech200644	Washington University in St. Louis	"This was published as a <a href=\""https://www.spiedigitallibrary.org/journals/journal-of-biomedical-optics/volume-12/issue-4/044019/Three-dimensional-panoramic-imaging-of-cardiac-arrhythmias-in-rabbit-heart/10.1117/1.2753748.full?SSO=1\"">paper</> in the Journal of Biomedical Optics, Cardiac fluorescent optical imaging provides the unique opportunity to investigate the dynamics of propagating electrical waves during ventricular arrhythmias and the termination of arrhythmias by strong electric shocks. Panoramic imaging systems using charge-coupled device CCD cameras as the photodetector have been developed to overcome the inability to monitor electrical activity from the entire cardiac surface. Photodiode arrays PDAs are known to have higher temporal resolution and signal quality,  but lower spatial resolution compared to CCD cameras. We construct a panoramic imaging system with three PDAs and image Langendorff perfused rabbit hearts n=18 during normal sinus rhythm,  epicardial pacing,  and arrhythmias. The recorded spatiotemporal dynamics of electrical activity is texture mapped onto a reconstructed 3-D geometrical heart model specific to each heart studied. The PDA-based system provides sufficient spatial resolution 1.72 mm without interpolation  for the study of wavefront propagation in the rabbit heart. The reconstructed 3-D electrical activity provides us with a powerful tool to investigate the fundamental mechanisms of arrhythmia maintenance and termination., Cardiac arrythmia, https://openscholarship.wustl.edu/cse_research/194/, "		http://cindygr.github.io/files/.pdf	Fujian Qu and Vladimir Nikolski and Cindy Grimm and Igor Efimov	
4/2009	VolumeViewer: An Interactive Tool for Fitting Surfaces to Volume Data	tech200913	Washington University in St. Louis	"Presented at <a href=\""http://sbim09.cse.wustl.edu/\"">Sketch-based Interfaces and Modeling,  2009</a>, Recent advances in surface reconstruction algorithms allow surfaces to be built from contours lying on non-parallel planes. Such algorithms allow users to construct surfaces of similar quality more efficiently by using a small set of oblique contours,  rather than many parallel contours. However,  current medical imaging systems do not provide tools for sketching contours on oblique planes. In this paper,  we take the first steps towards bridging the gap between the new surface reconstruction technologies and putting those methods to use in practice. We develop a novel interface for modeling surfaces from volume data by allowing the user to sketch contours on arbitrarily oriented cross-sections of the volume,  and we examine the users\ ability to contour the same structures using oblique cross-sections with similar consistency as they can using parallel cross-sections. We measure the inter-observer and intra-observer variability of trained physicians contouring on oblique cross-sections of real patient data as compared to the traditional parallel cross-sections,  and show that the variation is much higher for oblique contouring. We then show that this variability can be greatly reduced by integrating a collection of training images into the interface., User interface,  manual segmentation,  oblique contouring, https://openscholarship.wustl.edu/cse_research/3/"		http://cindygr.github.io/files/.pdf	Ross Sowell and Lu Liu and Tao Ju and Cindy Grimm and Christopher Abraham and Garima Gokhroo and Daniel Low	
6/2008	Local Neighborhoods for Shape Classification and Normal Estimation	tech200815	Washington University in St. Louis	"Published in <a href=\""http://www.journals.elsevier.com/computers-and-graphics/\"">Computers and Graphics</a> as Shape Classification and Normal Estimation for Non-uniformly Sampled,  Noisy Point Data, We introduce the concept of local neighborhoods,  a generalization of the one-ring on a mesh to unlabeled 3D data points arising from sampling a 2D surface embedded in 3D. The local neighborhood supports both local shape classification and robust normal estimation. In particular,  local neighborhoods out-perform traditional approaches in unevenly sampled,  curved regions. We show that the local neighborhood can be used in place of a full mesh structure for applications such as smoothing,  moving least-squares reconstruction,  and parameterization., Local surface descriptor,  normal estimation,  point cloud,  noisy point cloud"		http://cindygr.github.io/files/.pdf	Cindy Grimm and William Smart	
1/2012	Specializing Interfaces for Citizen Science Segmentation of Volumetric Data	tech2012SI	Washington University in St. Louis	"Published as <a href=\""https://link.springer.com/chapter/10.1007/978-3-319-27857-5_28\"">Guided Structure-Aligned Segmentation of Volumetric Data</a>, 3D interfaces,  Segmentation,  User design, https://openscholarship.wustl.edu/cse_research/83/, "		http://cindygr.github.io/files/.pdf	Michelle Vaughan and Cindy Grimm and Ross Sowell and Ruth West and Robert Pless and Stephen Kobourov	
5/2007	Comparing Features of Three-Dimensional Object Models Using Registration Based on Surface Curvature Signatures	tech2007CF	Washington University in St. Louis	"https://openscholarship.wustl.edu/cse_research/921/, "		http://cindygr.github.io/files/.pdf	Timothy Gatzke and Cindy Grimm	
5/2012	Just Draw It! A 3D Sketching System	tech1012JDI	Washington University in St. Louis	"Was published in Sketch-based interfaces and Modeling, 2012,  as JustDrawIt: A 3D Sketching System, https://openscholarship.wustl.edu/cse_research/85/, "		http://cindygr.github.io/files/.pdf	Cindy Grimm and Pushkar Joshi	
4/2007	The Effect of Object Color on Depth Ordering	tech2007Color	Washington University in St. Louis	"This is the full version of this <a href=\""https://dlp5.acm.org/citation.cfm?id=1179845\"">SIGGRAPH poster</a>,  which also appeared as a <a href=\""https://www.cs.rit.edu/~rjb/publications/papers/apgv06.pdf\"">one page abstract</a> in the 2006 Symposium on Applied Perception., Color perception,  depth perception, https://openscholarship.wustl.edu/cse_research/122/, "		http://cindygr.github.io/files/.pdf	Reynold Bailey and Cindy Grimm and Christopher Davoli and Richard Abams	
3/2016	A Geodesics-based Surface Parameterization to Assess Aneurysm Progression	tech2016geo	Arxive	"Abdominal aortic aneurysm (AAA) intervention and surveillance is currently based on maximum transverse diameter,  even though it is recognized that this might not be the best strategy. About 10% of patients with small AAA transverse diameters,  for whom intervention is not considered,  still rupture; while patients with large AAA transverse diameters,  for whom intervention would have been recommended,  have stable aneurysms that do not rupture. While maximum transverse diameter is easy to measure and track in clinical practice,  one of its main drawbacks is that it does not represent the whole AAA and rupture seldom occurs in the region of maximum transverse diameter. By following maximum transverse diameter alone clinicians are missing information on the shape change dynamics of the AAA,  and clues that could lead to better patient care. We propose here a method to register AAA surfaces that were obtained from the same patient at different time points. Our registration method could be used to track the local changes of the patient-specific AAA. To achieve registration,  our procedure uses a consistent parameterization of the AAA surfaces followed by strain relaxation. The main assumption of our procedure is that growth of the AAA occurs in such a way that surface strains are smoothly distributed,  while regions of small and large surface growth can be differentiated. The proposed methodology has the potential to unravel different patterns of AAA growth that could be used to stratify patient risks., "			Ly Phan and Katherine Courchaine and Amir Azarbal and David Vorp and Cindy Grimm and Sandra Rugonyi	
8/2017	A Taxonomy of Privacy Constructs for Privacy-Sensitive Robotics	tech2017taxonomy	Arxive	"The introduction of robots into our society will also introduce new concerns about personal privacy. In order to study these concerns,  we must do human-subject experiments that involve measuring privacy-relevant constructs. This paper presents a taxonomy of privacy constructs based on a review of the privacy literature. Future work in operationalizing privacy constructs for HRI studies is also discussed., Privacy,  human computer interaction, https://arxiv.org/abs/1701.00841, "			Matthew Rueben and Cindy M. Grimm and Frank J. Bernieri and William D. Smart	
8/2016	Human-Planned Robotic Grasp Ranges: Capture and Validation	tech2016RG	Arxive	"A longer version of the AAAI Fall Symposium paper, Leveraging human grasping skills to teach a robot to perform a manipulation task is appealing,  but there are several limitations to this approach: time-inefficient data capture procedures,  limited generalization of the data to other grasps and objects,  and inability to use that data to learn more about how humans perform and evaluate grasps. This paper presents a data capture protocol that partially addresses these deficiencies by asking participants to specify ranges over which a grasp is valid. The protocol is verified both qualitatively through online survey questions (where 95.38% of within-range grasps are identified correctly with the nearest extreme grasp) and quantitatively by showing that there is small variation in grasps ranges from different participants as measured by joint angles,  contact points,  and position. We demonstrate that these grasp ranges are valid through testing on a physical robot (93.75% of grasps interpolated from grasp ranges are successful)., Grasping,  human studies, https://arxiv.org/abs/1607.03366, "			Brendon John and Jackson Carter and Javier Ruiz and Sai Krishna Allani and Saurabh Dixit and Cindy M. Grimm and Ravi Balasubramanian	
8/2016	Sketched Floor plans versus SLAM maps: A Comparison	tech2016SKF	Arxive	"A longer version of the ICSR \15 paper, Maps - specifically floor plans - are useful for a variety of tasks from arranging furniture to designating conceptual or functional spaces (e.g.,  kitchen,  walkway). We present a simple algorithm for quickly laying a floor plan (or other conceptual map) onto a SLAM map,  creating a one-to-one mapping between them. Our goal was to enable using a floor plan (or other hand-drawn or annotated map) in robotic applications instead of the typical SLAM map created by the robot. We look at two use cases,  specifying \""no-go\"" regions within a room and locating objects within a scanned room. Although a user study showed no statistical difference between the two types of maps in terms of performance on this spatial memory task,  we argue that floor plans are closer to the mental maps people would naturally draw to characterize spaces., SLAM maps,  sketching, https://arxiv.org/abs/1606.04836, "			Leo Bowen-Biggs and Suzanne Dazo and Yili Zhang and Alex Hubers and Matthew Rueben and Ross Sowell and William D. Smart and Cindy Grimm	
9/2015	Visualization techniques for the developing chicken heart	tech2015Viz	Arxive	"Longer version of a conference paper published in 11th International Symposium on Visual Computing , We present a geometric surface parameterization algorithm and several visualization techniques adapted to the problem of understanding the 4D peristaltic-like motion of the outflow tract (OFT) in an embryonic chick heart. We illustrated the techniques using data from hearts under normal conditions (four embryos),  and hearts in which blood flow conditions are altered through OFT banding (four embryos). The overall goal is to create quantitative measures of the temporal heart-shape change both within a single subject and between multiple subjects. These measures will help elucidate how altering hemodynamic conditions changes the shape and motion of the OFT walls,  which in turn influence the stresses and strains on the developing heart,  causing it to develop differently. We take advantage of the tubular shape and periodic motion of the OFT to produce successively lower dimensional visualizations of the cardiac motion (e.g. curvature,  volume,  and cross-section) over time,  and quantifications of such visualizations., https://arxiv.org/abs/1509.08834, "			Ly Phan and Sandra Rugonyi and Cindy Grimm	
1/2015	Video Manipulation Techniques for the Protection of Privacy in Remote Presence Systems	tech2015VideoManip	Arxive	"Systems that give control of a mobile robot to a remote user raise privacy concerns about what the remote user can see and do through the robot. We aim to preserve some of that privacy by manipulating the video data that the remote user sees. Through two user studies,  we explore the effectiveness of different video manipulation techniques at providing different types of privacy. We simultaneously examine task performance in the presence of privacy protection. In the first study,  participants were asked to watch a video captured by a robot exploring an office environment and to complete a series of observational tasks under differing video manipulation conditions. Our results show that using manipulations of the video stream can lead to fewer privacy violations for different privacy types. Through a second user study,  it was demonstrated that these privacy-protecting techniques were effective without diminishing the task performance of the remote user., Privacy,  tele-operation, https://arxiv.org/abs/1501.03188, "			Alexander Hubers and Emily Andrulis and Levi Scott and Tanner Stirrat and Duc Tran and Ruonan Zhang and Ross T. Sowell and Cindy Grimm and William D. Smart	
9/1999	Emerging Challenges in Computational Topology	tech1999EC	Arxive	"Here we present the results of the NSF-funded Workshop on Computational Topology,  which met on June 11 and 12 in Miami Beach,  Florida. This report identifies important problems involving both computation and topology., Computational topology, https://arxiv.org/abs/cs/9909001, "			Marshall W. Bern and David Eppstein and Pankaj K. Agarwal and Nina Amenta and L. Paul Chew and Tamal K. Dey and David P. Dobkin and Herbert Edelsbrunner and Cindy Grimm and Leonidas J. Guibas and John Harer and Joel Hass and Andrew Hicks and Carroll K. Johnson and Gilad Lerman and David Letscher and Paul E. Plassmann and Eric Sedgwick and Jack Snoeyink and Jeff Weeks and Chee=Keng Yap and Denis Zori	
