pub_date	title	url_slug	venue	excerpt	url	paper_url	citation	slides_url
8/2009	Volume Viewer: an Interactive Tool for Fitting Surfaces to Volume Data	sbim2009cs	Proceedings of the 6th Eurographics Symposium on Sketch-Based Interfaces and Modeling	"Software available  <a href = \""http://volumeviewer.cse.wustl.edu/\"">here</a>, Recent advances in surface reconstruction algorithms [BM07,  LBD? 08] allow surfaces to be built from contours lying on non-parallel planes. Such algorithms allow users to construct surfaces of similar quality more ef?ciently by using a small set of oblique contours,  rather than many parallel contours. However,  current medical imaging systems do not provide tools for sketching contours on oblique planes. In this paper,  we take the ?rst steps towards bridging the gap between the new surface reconstruction technologies and putting those methods to use in practice. We develop a novel interface for modeling surfaces from volume data by allowing the user to sketch contours on arbitrarily oriented cross-sections of the volume,  and we examine the users? ability to contour the same structures using oblique cross-sections with similar consistency as they can using parallel cross-sections. We measure the inter-observer and intra-observer variability of trained physicians contouring on oblique cross-sections of real patient data as compared to the traditional parallel cross-sections,  and show that the variation is much higher for oblique contouring. We then show that this variability can be greatly reduced by integrating a collection of training images into the interface.  Contouring,  user interfaces,  user studies,  oblique contouring,  sketching,  segmentation, "	https://dl.acm.org/citation.cfm?id=1572766	http://cindygr.github.io/files/sbim2009cs.pdf	Ross Sowell and Lu Liu and Tao Ju and Cindy Grimm and Christopher Abraham and Garima Gokhroo and Daniel Low	
5/2009	Adding Lighting and Viewing Effects to Digital Images	ca2009lv	"Proceedings of the Fifth Eurographics Conference on Computational Aesthetics in Graphics,  Visualization and Imaging"	"Real paintings are not truly flat but change subtly with variations in viewing direction. The pigments and painting layers also interact with the lighting environment,  producing changes that range from subtle to quite dramatic. These effects are lacking in digital images. This paper describes a system that allows an artist to introduce,  and control,  a variety of lighting and viewing effects,  such as specular reflection and refraction,  through the use of additional images. Diffuse reflection,  specular reflection,  lighting paintings, "	http://dx.doi.org/10.2312/COMPAESTH/COMPAESTH09/099-105	http://cindygr.github.io/files/ca2009lv.pdf	Cindy Grimm	
5/2009	CubeCam: A Screen-Space Camera Manipulation Tool	ca2009cc	"Proceedings of the Fifth Eurographics Conference on Computational Aesthetics in Graphics,  Visualization and Imaging"	"A full version of the siggraph 2005 poster, Diffuse reflection,  specular reflection,  lighting paintings, "	https://dl.acm.org/citation.cfm?id=280822	http://cindygr.github.io/files/ca2009cc.pdf	Nisha Sudarsanam and Cindy Grimm and Karan Singh	
7/1998	Making Faces	sig1998mf	Proceedings of the 25th Annual Conference on Computer Graphics and Interactive Techniques	"We have created a system for capturing both the three-dimensionalgeometry and color and shading information for human facial expressions. We use this data to reconstruct photorealistic,  3D animations of the captured expressions. The system uses a large setof sampling points on the face to accurately track the three dimensional deformations of the face. Simultaneously with the trackingof the geometric data,  we capture multiple high resolution,  registered video images of the face. These images are used to create atexture map sequence for a three dimensional polygonal face modelwhich can then be rendered on standard 3D graphics hardware. Theresulting facial animation is surprisingly life-like and looks verymuch like the original live performance. Separating the capture ofthe geometry from the texture images eliminates much of the variance in the image data due to motion,  which increases compressionratios. Although the primary emphasis of our work is not compression we have investigated the use of a novel method to compressthe geometric data based on principal components analysis. Thetexture sequence is compressed using an MPEG4 video codec. Animations reconstructed from 512x512 pixel textures look good atdata rates as low as 240 Kbits per second. Facial animation,  facial traction, "	http://doi.acm.org/10.1145/280814.280822	http://cindygr.github.io/files/sig1998mf.pdf	Brian Guenter and Cindy Grimm and Daniel Wood and Henrique Malvar and Frederic Pighin	
0/2006	The Real Effect of Warm-Cool Colors on Depth Ordering	tech200718	Proceedings of the 3rd Symposium on Applied Perception in Graphics and Visualization	"The relationship between color and perceived depth for realistic,  colored objects with varying shading was explored. Background: Studies have shown that warm-colored stimuli tend to appear nearer in depth than cool-colored stimuli. The majority of these studies asked human observers to view physically equidistant,  colored stimuli and compare them for relative depth. However,  in most cases,  the stimuli presented were rather simple: straight colored lines,  uniform color patches,  point light sources,  or symmetrical objects with uniform shading. Additionally,  the colors were typically highly saturated. Although such stimuli are useful for isolating and studying depth cues in certain contexts,  they leave open the question of whether the human visual system operates similarly for realistic objects. Method: Participants were presented with all possible pairs from a set of differently colored objects and were asked to select the object in each pair that appears closest to them. The objects were presented on a standard computer screen,  against 4 different uniform backgrounds of varying intensity. Results: Our results show that the relative strength of color as a depth cue increases when the colored stimuli are presented against darker backgrounds and decreases when presented against lighter backgrounds. Conclusion: Color does impact our depth perception even though it is a relatively weak indicator and is not necessarily the overriding depth cue for complex,  realistic objects. Application: Our observations can be used to guide the selection of color to enhance the perceived depth of objects presented on traditional display devices and newer immersive virtual environments. Warm cool colors,  depth, "	http://doi.acm.org/10.1145/1140491.1140538	http://cindygr.github.io/files/tech200718.pdf	Reynold Bailey and Cindy Grimm and Christopher Davoli	
3/2012	Subtle Gaze Manipulation for Improved Mammography Training	etra2012sgm	Proceedings of the Symposium on Eye Tracking Research and Applications	"The ability to direct viewer gaze about an image has important application in medical image training and analysis. We use a novel gaze manipulation technique called Subtle Gaze Direction [Bailey et al. 2009] to guide novice users as they try to identify abnormalities in digital mammogram images. Subtle Gaze Direction is achieved by performing brief image-space modulations on specific regions of the viewer\s peripheral vision in order to attract their attention. The viewer\s gaze is monitored in real-time and the modulations are terminated before the viewer is allowed to scrutinize them with their high-acuity foveal vision. This approach is preferred to more overt techniques which require permanent alterations to the original images in order to highlight specific areas of interest. In our experiment we use Subtle Gaze Direction to guide novices along the scanpath of an expert radiologist. We hypothesized that this approach would increase the likelihood of novices correctly identifying irregularities in the mammograms. gaze manipulation,  image-space modulations,  mammography,  radiological training, "	http://doi.acm.org/10.1145/2168556.2168568	http://cindygr.github.io/files/etra2012sgm.pdf	Srinivas Sridharan and Reynold Bailey and Ann McNamara and Cindy Grimm 	
3/2012	Impact of Subtle Gaze Direction on Short-Term Spatial Information Recall	etra2012isg	Proceedings of the Symposium on Eye Tracking Research and Applications	"Contents of Visual Short-Term Memory depend highly on viewer attention. It is possible to influence where attention is allocated using a technique called Subtle Gaze Direction (SGD). SGD combines eye tracking with subtle image-space modulations to guide viewer gaze about a scene. Modulations are terminated before the viewer can scrutinize them with high acuity foveal vision. This approach is preferred to overt techniques that require permanent alterations to images to highlight areas of interest. In our study,  participants were asked to recall the location of objects or regions in images. We investigated if using SGD to guide attention to these regions would improve recall. Results showed that the influence of SGD significantly improved accuracy of target count and spatial location recall. This has implications for a wide range of applications including spatial learning in virtual environments as well as image search applications,  virtual training and perceptually based rendering. subtle gaze,  information recall,  eye-tracking,  gaze direction,  short-term memory, https://dl.acm.org/citation.cfm?id=2168567, "	http://doi.acm.org/10.1145/2168556.2168567	http://cindygr.github.io/files/etra2012isg.pdf	Reynold Bailey and Aaron Costello and Ann McNamara and Srinivas Sridharan and Cindy Grimm 	
7/2012	JustDrawIt: A 3D Sketching System	sbim2012jdi	Proceedings of the International Symposium on Sketch-Based Interfaces and Modeling	"Video: <a href=\""http://www.youtube.com/watch?v=S4Gufhi6xHg&feature=youtu.be\"">teapot</a>,  <a href=\""http://www.youtube.com/watch?v=EdQDQ_kM6ig&f\"">Tower</a>, We present \""JustDrawIt\"",  a sketch-based system for creating 3D curves suitable for surfacing. The user can sketch in a free-form manner from any view at any time,  and the system infers how those sketch strokes should be added to the drawing. Specifically,  existing curves are projected to 2D and analyzed to see if the stroke edits or extends an existing curve,  or if the stroke should make a new curve. In the former case the 2D stroke is promoted to 3D using the position of the existing curve,  and then joined to that curve. In the latter case,  we use additional spatial information (e.g. temporary 3D surfaces) to create a new curve in 3D. All non-sketching interactions are based on unintrusive context-aware,  in-screen pie menus designed for rapid pen-based input. We also provide novel rendering styles and aides for interpreting and working with 3D sketches. Finally,  we support snapping together curve networks and specifying normals in order to create surface models. 3D drawing,  sketching, "	http://dl.acm.org/citation.cfm?id=2331067.2331084	http://cindygr.github.io/files/sbim2012jdi.pdf	Cindy Grimm and Pushkar Joshi	
8/2012	Directing Gaze in Narrative Art	apgv2012dg	Proceedings of the ACM Symposium on Applied Perception	"Narrative art tells a story,  either as a moment in an ongoing story or as a sequence of events unfolding over time. In many works of art separate panels within the same frame are used to depict the sequence of events. Often,  there is no clear delineation between these panels,  or any indication of the optimal viewing order. To improve visual literacy we propose using Subtle Gaze Direction (SGD) to direct the viewers gaze across an image in a manner which reveals the story. SGD uses small image space modulations in the luminance channel to guide a viewer\s gaze about an image without disrupting their normal visual experience. Using a simple ordering task we compared performance using no modulation and using subtle modulation with the correct order of narrative episodes as intended by the artist. Results from experiments show improved performance when SGD is employed. This experiment establishes the potential of the method as an aid to visual navigation in images where the viewing order is unclear. art history education,  eye-tracking,  gaze direction, "	http://doi.acm.org/10.1145/2338676.2338689	http://cindygr.github.io/files/apgv2012dg.pdf	Ann McNamara and Stephen Caffey and Thomas Booth and Cindy Grimm and  Srinivas Sridharan and Reynold Bailey	
7/2013	Surface Patches for 3D Sketching	sbim2013sp	Proceedings of the International Symposium on Sketch-Based Interfaces and Modeling	"3D sketching is an appealing approach for creating concept shapes in the early stages of design. While curve networks alone can convey shape,  surfacing the network can dramatically help with visualization and interaction. Unfortunately,  surfacing a curve network is an inherently ambiguous problem,  and even if the correct surface patches are identified,  they can have an arbitrarily complex 3D geometry,  making it challenging to produce a reasonable tessellation. In this paper we address the problem of creating light-weight surface tessellations on the fly. Our approach is to identify potential patches in the curve network,  and then break complicated patches into simpler ones which can be tessellated using any simple algorithm. Our surfacing approach relies on the observation that breaking a complicated patch into a set of nearly planar ones with small total area seems to create a simple,  natural-looking surfaces. We demonstrate our approach on curve networks generated by two different 3D sketching systems. curve-based modeling,  sketching 3D curves,  surface patches, "	http://doi.acm.org/10.1145/2487381.2487387	http://cindygr.github.io/files/sbim2013sp.pdf	Fatemeh Abbasinejad and Pushkar Joshi and Cindy Grimm and Nina Amenta	
8/2013	Guiding Attention in Controlled Real-World Environments	apgv2013ga	Proceedings of the ACM Symposium on Applied Perception	"The ability to direct a viewer\s attention has important applications in computer graphics,  data visualization,  image analysis,  and training. Existing computer-based gaze manipulation techniques,  which direct a viewer\s attention about a display,  have been shown to be effective for spatial learning,  search task completion,  and medical training applications. In this work we extend the concept of gaze manipulation beyond digital imagery to include controlled,  real-world environments. We address two main challenges in guiding attention to real-world objects: determining what object the viewer is currently paying attention to,  and providing (projecting) a visual cue on a different part of the scene in order to draw the viewer\s attention there. Our system consists of a pair of eye-tracking glasses to determine the viewer\s gaze location,  and a projector to create the visual cue in the physical environment. The results of a user study show that we can effectively direct the viewer\s gaze in the real-world scene. Our technique has applicability in a wide range of instructional environments,  including pilot training and driving simulators. SIFT,  eye-tracking,  gaze manipulation,  training, "	http://doi.acm.org/10.1145/2492494.2492508	http://cindygr.github.io/files/apgv2013ga.pdf	Thomas Booth and Srinivas Sridharan and Reynold Bailey and Ann McNamara and Cindy Grimm 	
7/2011	Results of an observational study on sketching	sbim2011ss	Sketch-based interfaces and modeling	"This is the poster version of the full technical report. More details <a href=\""drawing.htm\""> here </a>, We present the results of an observational study on sketching. Artists were asked to sketch a small number of objects and comment on how and why they made the marks they did. We summarize these findings,  from low-level details on individual marks through the drawing construction order. Based on these observations we provide suggestions for future research directions in 3D sketching. Sketching,  stroke,  marks, "	https://dl.acm.org/citation.cfm?id=1944785	http://cindygr.github.io/files/sbim2011ss.pdf	Cindy Grimm	
8/2011	Image-space Constraints for Controlling Camera Interpolation	i3d2011ci	Symposium on Interactive 3D Graphics and Games	"The full version can be found <a href=\""./content/papers/i3d2011ci/i3d2011ciFull.pdf\"">here</a>. This paper presents a novel interface for using image-space con- straints to control camera interpolation in animation sequences. Traditional camera control can be challenging because the user must envision how the camera should be positioned in order to place the objects on the image plane the way they want. While it is fairly simple to place an object in the center of the scene and rotate the camera around it,  more complex camera motions that involve both view direction change and motion of the object across the screen can be very difficult to envision and implement with smooth motion. In contrast,  we provide a simple interface that allows the user to directly draw out the trajectory,  size,  and orientation of an object on the screen,  while the system automatically solves for a sequence of cameras that satisfies those constraints. Unlike previous image- space constraint approaches,  we use a constraint vocabulary which is both easy to use and produces more stable solutions. Camera interpolation,  Storytelling Alice, "		http://cindygr.github.io/files/i3d2011ci.pdf	Ross Sowell and Tom Erez and Emily Feder and Cindy Grimm and Jianqi Xing and Leon Barrett	
6/2010	Volume Viewer: A Tool for Examining the Use of Non-Axial Image Planes in Treatment Planning	icrt2010as	XVth International Conference on the Use of Computers in Radiation Therapy	"Visualization of arbitrary slices, "			Christopher Abraham and Ross Sowell and Lu Liu and Tao Ju and Cindy Grimm and Garima Gokhroo and Daniel Low	
10/2015	Using Video Manipulation to Protect Privacy in Remote Presence Systems	icsr2015vm	International Conference on Social Robotic	"Remote presence systems that allow remote operators to physically move around the world,  observe it,  and,  in some cases,  manipulate it,  introduce a new set of privacy concerns. Traditional telepresence systems allow remote users to passively observe,  forcing them to look at whatever the camera is pointing at. If we want something to remain private,  then we simply do not put it in front of the camera. Remote presence systems,  on the other hand,  allow active observation,  and put the control of the camera in the hands of the remote operator. They can drive around,  and look at the world from different viewpoints,  which complicates privacy protection.In this paper,  we look at how we can establish privacy protections for remote presence systems by manipulating the video data sent back to them. We evaluate a number of manipulations of these data,  balancing privacy protection against the ability to perform a given task,  and report on the results of two studies that attempt to evaluate these techniques. Video Stream"	https://link.springer.com/chapter/10.1007/978-3-319-25554-5_25		Alexander Hubers and Emily Andrulis and Levi Scott and Tanner Stirrat and Ruonan Zhang and Ross Sowell and Matthew Rueben and Cindy M. Grimm and William D. Smart	
12/2015	Visualization Techniques for the Developing Chicken Heart	isvc2015vt	International Symposium on Visual Computing	"We present a geometric surface parameterization algorithm and several visualization techniques adapted to the problem of understanding the 4D peristaltic-like motion of the outflow tract (OFT) in an embryonic chick heart. We illustrated the techniques using data from hearts under normal conditions (four embryos),  and hearts in which blood flow conditions are altered through OFT banding (four embryos). The overall goal is to create quantitative measures of the temporal heart-shape change both within a single subject and between multiple subjects. These measures will help elucidate how altering hemodynamic conditions changes the shape and motion of the OFT walls,  which in turn influence the stresses and strains on the developing heart,  causing it to develop differently. We take advantage of the tubular shape and periodic motion of the OFT to produce successively lower dimensional visualizations and quantifications of the cardiac motion. Medial Axis,  Cardiac Motion,  Heart Tube,  Consistent Parameterization,  Lumen Surface , "	https://doi.org/10.1007/978-3-319-27857-5_4		Ly Phan and Cindy Grimm and Sandra Rugonyi	
12/2015	Guided Structure-Aligned Segmentation of Volumetric Data	isvc2015gs	International Symposium on Visual Computing	"Segmentation of volumetric images is considered a time and resource intensive bottleneck in scientific endeavors. Automatic methods are becoming more reliable,  but many data sets still require manual intervention. Key difficulties include navigating the 3D image,  determining where to place marks,  and maintaining consistency between marks and segmentations. Clinical practice often requires segmenting many different instances of a specific structure. In this research we leverage the similarity of a repeated segmentation task to address these difficulties and reduce the cognitive load for segmenting on non-traditional planes. We propose the idea of guided contouring protocols that provide guidance in the form of an automatic navigation path to arbitrary cross sections,  example marks from similar data sets,  and text instructions. We present a user study that shows the usability of this system with non-expert users in terms of segmentation accuracy,  consistency,  and efficiency.  , "	https://doi.org/10.1007/978-3-319-27857-5_28		Michelle Holloway and Anahita Sanandaji and Deniece Yates and Amali Krigger and Ross Sowell and Ruth West and Cindy Grimm	
4/2016	Where Do Experts Look While Doing 3D Image Segmentation	etra2016el	Proceedings of the Ninth Biennial ACM Symposium on Eye Tracking Research \\& Applications	"3D image segmentation is a fundamental process in many scientific and medical applications. Automatic algorithms do exist,  but there are many use cases where these algorithms fail. The gold standard is still manual segmentation or review. Unfortunately,  even for an expert this is laborious,  time consuming,  and prone to errors. Existing 3D segmentation tools do not currently take into account human mental models and low-level perception tasks. Our goal is to improve the quality and efficiency of manual segmentation and review by analyzing how experts perform segmentation. As a preliminary step we conducted a field study with 8 segmentation experts,  recording video and eye tracking data. We developed a novel coding scheme to analyze this data and verified that it successfully covers and quantifies the low-level actions,  tasks and behaviors of experts during 3D image segmentation. 3D image segmentation,  coding scheme,  perception, "	http://doi.acm.org/10.1145/2857491.2857538		Anahita Sanandaji and Jeremy Deutsch and Max Parola and Meghan Kajihara and Anne Carlew and Ruth West and Cindy Grimm	
5/2016	Visual cues used to evaluate grasps from images	icra2016vc	2016 IEEE International Conference on Robotics and Automation	"We analyze visual cues people used to evaluate a robot grasp. Participants were presented with two (front and side) orthogonal views of a robot hand grasping an object and asked how successful the grasp would be on a scale of 1-5; they were eye-tracked while completing this survey. Ground truth of the success of the grasps is known. Our primary observations were that (1) Most of the failed grasp predictions were false positives,  and this was exacerbated for grasps that were ranked as human-like. (2) Two visual cues from human-grasp research (object center-line and top) were used,  but not contact points. Instead,  participants gazed at robot finger,  wrist,  and arm locations. (3) There was a difference in the visual patterns between the left and right images,  indicating that the second image was primarily used to verify the locations of fingers and wrist while the first was used to establish the object\s location and shape. Finally,  we generate transition matrices to model the temporal aspect of the gaze patterns. gaze tracking,  grippers,  robot vision,  visual cues,  front-orthogonal views,  side-orthogonal views,  robot hand grasping evaluation,  eye-tracking,  ground truth"	https://dl.acm.org/citation.cfm?id=2857538&dl=ACM&coll=DL		Matthew Sundberg and Walter Litwinczyk and Cindy Grimm and Ravi Balasubramanian	
8/2016	Evaluation of Physical Marker Interfaces for Protecting Visual Privacy from Mobile Robots	roman2016privacy	25th IEEE International Symposium on Robot and Human Interactive Communication	"We present a study that examines the efficiency and usability of three different interfaces for specifying which objects should be kept private (i.e.  not visible) in an office environment. Our study context is a robot “janitor” system that has the ability to blur out specified objects from its video feed. One interface is a traditional point-and-click GUI on a computer monitor,  while the other two operate in the real,  physical space: users either place markers on the objects to indicate privacy or use a wand tool to point at them. We compare the interfaces using both self-report (e.g.  surveys) and behavioral measures. Our results showed that (1) the graphical interface performed better both in terms of time and usability,  and (2) using persistent markers increased the participants\ ability to recall what they tagged. Choosing the right interface appears to depend on the application scenario. We also summarize feedback from the participants for improving interfaces that specify visual privacy preferences. data privacy,  graphical user interfaces,  human-robot interaction, "			Matthew Rueben and Frank J. Bernieri and Cindy M. Grimm and William D. Smart	
9/2016	Eliciting Tacit Expertise in 3D Volume Segmentation	ic2016ete	Proceedings of the 9th International Symposium on Visual Information Communication and Interaction	"The output of 3D volume segmentation is crucial to a wide range of endeavors. Producing accurate segmentations often proves to be both inefficient and challenging,  in part due to lack of imaging data quality (contrast and resolution),  and because of ambiguity in the data that can only be resolved with higher-level knowledge of the structure and the context wherein it resides. Automatic and semi-automatic approaches are improving,  but in many cases still fail or require substantial manual clean-up or intervention. Expert manual segmentation and review is therefore still the gold standard for many applications. Unfortunately,  existing tools (both custom-made and commercial) are often designed based on the underlying algorithm,  not the best method for expressing higher-level intention. Our goal is to analyze manual (or semi-automatic) segmentation to gain a better understanding of both low-level (perceptual tasks and actions) and high-level decision making. This can be used to produce segmentation tools that are more accurate,  efficient,  and easier to use. Questioning or observation alone is insufficient to capture this information,  so we utilize a hybrid capture protocol that blends observation,  surveys,  and eye tracking. We then developed,  and validated,  data coding schemes capable of discerning low-level actions and overall task structures.  , "	http://doi.acm.org/10.1145/2968220.2968235		Ruth West and Meghan Kajihara and Max Parola and Kathryn Hays and Luke Hillard and Anne Carlew and Jeremey Deutsch and Brandon Lane and Michelle Holloway and Brendan John and Anahita Sanandaji and Cindy Grimm	
7/2016	Evaluating Human Gaze Patterns During Grasping Tasks: Robot Versus Human Hand	apgv2016eh	Proceedings of the ACM Symposium on Applied Perception	"Where do people look when grasping an object with their hand versus puppetteering a robot hand to grasp the object?, "	https://ieeexplore.ieee.org/document/7745209		Sai Krishna Allani and Brendan John and Javier Ruiz and Saurabh Dixit and Jackson Carter and Ravi Balasubramanian and Cindy Grimm	
10/2016	A Method for Establishing Correspondences Between Hand-Drawn and Sensor-Generated Maps	icsr2016maps	International Conference on Social Robotics	"Maps,  and specifically floor plans,  are useful for planning a variety of tasks from arranging furniture to designating conceptual or functional spaces (e.g.  kitchen,  walkway). However,  maps generated directly from robot sensor data can be hard to interpret and use for this purpose,  especially for individuals who are not used to them,  because of sensor and odometry measurement errors and the probabilistic nature of the mapping algorithms themselves. In this paper,  we present an algorithm for quickly laying a floor plan (or other conceptual map) onto a map generated from sensor data,  creating a one-to-one mapping between the two This allows humans interacting with the robot to use a more readily-understandable representation of the world,  while the robot itself uses the sensor-generated map.We look at two use cases: specifying “no-go” regions within a room,  and visually locating objects within a room. Although a user study showed no statistical difference between the two types of maps in terms of performance on this spatial memory task,  we argue that floor plans are closer to the mental maps people naturally draw to characterize spaces,  and are easier to use for untrained individuals. Map understanding SLAM Map correspondence , "	https://doi.org/10.1007/978-3-319-47437-3_98		Leo Bowen-Biggs and Suzanne Dazo and Yili Zhang and Alexander Hubers and Matthew Rueben and Ross Sowell and William D. Smart and Cindy M. Grimm	
11/2016	Human-Planned Robotic Grasp Ranges: Capture and Validation	AAAI2016hp	AAAI Fall Symposium Series	"Leveraging human grasping skills to teach a robot to perform a manipulation task is appealing,  but there are several limitations to this approach: time-inefficient data capture procedures,  limited generalization of the data to other grasps and objects,  and inability to use that data to learn more about how humans perform and evaluate grasps. This paper presents a data capture protocol that partially addresses these deficiencies by asking participants to specify ranges over which a grasp is valid. The protocol is verified both qualitatively through online survey questions (where within-range grasps are identified correctly with the nearest extreme grasp) and quantitatively by showing that there is small variation in grasps ranges from different participants as measured by joint angles and position. We demonstrate that these grasp ranges are valid through testing on a physical robot (93.75% of grasps interpolated from grasp ranges are successful). grasping,  learning from demonstration,  grasp range, "	https://aaai.org/ocs/index.php/FSS/FSS16/paper/view/14106		Brendan John and Jackson Carter and Javier Ruiz and Sai Krishna Allani and Saurabh Dixit and Cindy Grimm and Ravi Balasubramanian	
3/2017	A framework for implementing meaningful human control of autonomous systems	wr2017mh	We Robot	"How to think about solving the black box problem when developing AI systems., "	https://www.werobot2017.com/		William Smart and Cindy Grimm and Woodrow Hartzog	
3/2017	Framing Effects on Privacy Concerns about a Home Telepresence Robot	hri2017pc	Proceedings of the 2017 ACM/IEEE International Conference on Human-Robot Interaction	"Privacy-sensitive robotics is an emerging area of HRI research. Judgments about privacy would seem to be context-dependent,  but none of the promising work on contextual \""frames\"" has focused on privacy concerns. This work studies the impact of contextual \""frames\"" on local users\ privacy judgments in a home telepresence setting. Our methodology consists of using an online questionnaire to collect responses to animated videos of a telepresence robot after framing people with an introductory paragraph. The results of four studies indicate a large effect of manipulating the robot operator\s identity between a stranger and a close confidante. It also appears that this framing effect persists throughout several videos. These findings serve to caution HRI researchers that a change in frame could cause their results to fail to replicate or generalize. We also recommend that robots be designed to encourage or discourage certain frames. privacy,  robotics, "	https://dl.acm.org/citation.cfm?id=3020218		Matthew Rueben and Frank Bernieri and Cindy Grimm and William Smart	
9/2017	Inferring Cross-sections of 3D Objects: A 3D Spatial Ability Test Instrument for 3D Volume Segmentation	apgv2017icc	Proceedings of the ACM Symposium on Applied Perception	"Understanding 3D shapes through cross-sections is a mental task that appears both in 3D volume segmentation and solid modeling tasks. Similar to other shape understanding tasks --- such as paper folding --- performance on this task varies across the population,  and can be improved through training and practice. We are --- long term --- interested in creating training tools for 3D volume segmentation. To this end,  we have modified (and evaluated) an existing cross-section performance measure in the context of our intended application. Our primary adaptations were 1) to use 3D stimuli (instead of 2D) to more accurately capture the real-world application and 2) evaluate performance on 3D biological shapes relative to the 3D geometric shapes used in the previous study. Our findings are: 1) Participants had the same pattern of errors as the original study,  but overall their performance improved when they could see the objects rotating in 3D. 2) Inferring cross-sections of biological shapes is more challenging than pure geometric shapes. 3D volume segmentation,  cross-sections,  spatial ability test, "	http://doi.acm.org/10.1145/3119881.3119888		Anahita Sanandaji and Cindy Grimm and Ruth West	
3/2018	An Education Model of Reasonable and Good-Faith Effort for Autonomous Systems	aiethics2018em	"Proceedings of the 2018 AAAI/ACM Conference on AI, Ethics, and Society"	"In this paper we propose a framework for conceptualizing and demonstrating a good-faith effort when developing autonomous systems. The framework addresses two fundamental problems facing autonomous systems: (1) the disconnect between human-mental models and machine-based sensors and algorithms; and (2) unpredictability in complex systems. We address these problems using a mix of education - explicitly delineating the mapping between human concepts and their machine equivalents in a structured manner - and data sampling with expected ranges as a testing mechanism. ethics,  mental models,  product law,  unit testing, "	http://doi.acm.org/10.1145/3278721.3278732		Cindy Grimm and William Smart and Woodrow Hartzog	
5/2018	Grasping Objects Big and Small: Human Heuristics Relating Grasp-Type and Object Size	icra2018go	IEEE International Conference on Robotics and Automation	"<a href=\""https://www.youtube.com/watch?v=zV2D9pDQ6IE\"">Video</a>, This paper presents an online data collection method that captures human intuition about what grasp types are preferred for different fundamental object shapes and sizes. Survey questions are based on an adopted taxonomy that combines grasp pre-shape,  approach,  wrist orientation,  object shape,  orientation and size which covers a large swathe of common grasps. For example,  the survey identifies at what object height or width dimension (normalized by robot hand size) the human prefers to use a two finger precision grasp versus a three-finger power grasp. This information is represented as a confidence-interval based polytope in the object shape space. The result is a database that can be used to quickly find potential pre-grasps that are likely to work,  given an estimate of the object shape and size. grasp type,  human study, "	https://ieeexplore.ieee.org/document/8460860		Ammar Kothari and John Morrow and Victoria Thrasher and Kadon Engle and Ravi Balasubramanian and Cindy Grimm	
10/2018	Using human studies to analyze capabilities of underactuated and compliant hands in manipulation tasks	icra2018gc	IEEE/RSJ International Conference on Intelligent Robots and Systems	"We present a human-subjects study approach that supports the analysis of the manipulation performance of robotic hands that have the same morphology but different actuation and compliance. Specifically,  we use this approach to analyze three different types of hands (one underactuated,  one fully actuated,  one fully actuated with compliant distal joints) as they are used to perform two manipulation tasks. The first task uses a power grasp (spraying with a spray bottle),  the second a precision grasp (tracing a line on a bowl with a pen). We show that compliance in the distal joints significantly improves performance and task completion. We also show that humans choose significantly different poses for the same task when using a fully-actuated versus underactuated hand,  which also results in superior task performance. Our results suggest that humans use a combination of under-actuated and fully-actuated techniques,  which when used on robotic systems would also improve their performance on manipulation tasks. underactuated hands,  human studies, "	https://ieeexplore.ieee.org/document/8594344		John Morrow and Ammar Kothari and Yi Herng Ong and Nathan Harlan and Ravi Balasubramanian and Cindy Grimm	
5/2019	Using Geometric Features to Represent Near-contact Behavior in Robotic Grasping	icsr2019gf	International Conference on Robotics and Automation	"What sensors/metrics are the best to use when evaluating whether a grasp will succeed before grasping it. We validated using simple time of flight sensors in a follow-on paper at icra 2023. , "			Eadom Dessalene and Yi Herng Ong and John Morrow and Ravi Balasubramanian and Cindy Grimm	
5/2018	Instrumented Door and Drawer for Comprehensive Robot-Object Kinematic and Force Data	rgw2019idd	IROS Experimental Robotic Grasping and Manipulation Workshop	"Creating a door/drawer that can be opened/closed automatically while tracking data like how fast the door is opened. , "	http://rpal.cse.usf.edu/workshop_iros_2018/		Kristan Hilby and John Morrow and Yi Herng Ong and Ravi Balasubramanian and Cindy Grimm	
5/2018	A Grasping Metric based on Hand-Object Collision	icraw2018gm	"ICRA Workshop on Multimodal Robot Perception: Perception, Inference, and Learning for Joint Semantic, Geometric, and Physical Understanding"	"Look at the space between the hand and the object to determine if the grasp will be successful; how much can the object move without intersecting the hand? , "	https:/atanaso.github.io/rcw-icra18/assets/ref/ICRA-MRP18_paper_10.pdf		Matthew Sundberg and Ryan Sherman and Ammar Kothari and Ravi Balasubramanian and Ross Hatton and Cindy Grimm	
